Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad,Hour,Day,Month
66.08,52.0,33951.63,186.37,Customizable tangible hierarchy,202,1,147,2016-04-04 08:19:54,1,8,4,4
82.07,48.0,43974.49,212.38,Polarized tangible collaboration,364,0,82,2016-07-17 01:13:56,1,1,17,7
51.24,36.0,29398.61,141.52,Up-sized incremental encryption,316,0,104,2016-05-08 22:24:27,0,22,8,5
55.6,35.0,42993.48,161.16,Total cohesive moratorium,505,1,61,2016-05-31 09:06:29,1,9,31,5
59.22,40.0,73882.91,191.82,Inverse local hub,475,0,69,2016-02-28 23:10:32,0,23,28,2
41.73,23.0,56725.47,217.37,Synchronized user-facing core,239,1,44,2016-05-31 23:32:00,0,23,31,5
59.51,30.0,58677.69,184.88,Multi-lateral multi-state encryption,323,0,149,2016-01-05 20:58:42,0,20,5,1
46.14,28.0,73608.99,217.37,Managed zero tolerance concept,177,1,44,2016-02-14 10:06:49,1,10,14,2
50.19,40.0,73882.91,221.98,Reactive composite project,12,1,84,2016-07-13 16:12:24,0,16,13,7
65.77,34.0,34191.23,114.53,Cloned explicit middleware,284,1,50,2016-03-11 00:05:48,1,0,11,3
44.78,38.0,71455.62,154.75,Virtual bandwidth-monitored initiative,436,0,98,2016-07-19 12:05:58,1,12,19,7
80.3,49.0,39031.89,195.69,Advanced 24/7 productivity,464,1,9,2016-04-04 20:01:12,1,20,4,4
46.2,28.0,71222.4,139.01,Inverse local hub,128,0,62,2016-05-06 21:07:31,0,21,6,5
65.77,28.0,57739.03,217.37,Organized global flexibility,177,1,105,2016-05-19 11:16:59,0,11,19,5
79.52,41.0,52011.0,126.39,Synergistic reciprocal attitude,335,0,118,2016-04-15 15:07:17,1,15,15,4
56.39,40.0,73882.91,229.22,Managed 6thgeneration hierarchy,281,1,199,2016-01-17 18:45:55,1,18,17,1
73.49,26.0,74903.41,131.68,Stand-alone eco-centric system engine,75,1,107,2016-01-08 19:38:45,0,19,8,1
41.73,28.0,60309.58,172.81,Re-engineered non-volatile neural-net,136,0,35,2016-05-19 14:30:17,1,14,19,5
55.6,32.0,55424.24,178.92,Business-focused transitional solution,234,1,34,2016-01-09 03:45:19,0,3,9,1
40.67,36.0,60812.77,229.88,Universal 24/7 implementation,299,1,137,2016-04-07 15:18:10,1,15,7,4
54.88,43.0,55642.32,163.48,Optimized upward-trending productivity,355,1,187,2016-04-03 21:13:46,1,21,3,4
82.07,43.0,53922.43,121.28,Devolved zero administration intranet,359,0,14,2016-04-17 21:39:11,1,21,17,4
82.07,22.0,74535.94,185.46,Extended systemic policy,105,0,5,2016-07-03 04:11:40,0,4,3,7
44.33,31.0,27262.51,212.87,Phased hybrid superstructure,149,0,118,2016-04-12 03:26:39,1,3,12,4
72.97,25.0,50671.6,178.85,Multi-channeled scalable moratorium,258,1,148,2016-03-18 13:00:12,0,13,18,3
84.98,39.0,74623.27,212.87,Managed zero tolerance concept,318,1,60,2016-07-08 03:47:41,0,3,8,7
55.6,35.0,42993.48,221.18,Optional multi-state hardware,223,1,125,2016-03-18 13:22:35,0,13,18,3
55.6,24.0,50055.33,137.63,Up-sized bifurcated capability,82,1,2,2016-03-18 13:22:35,1,13,18,3
80.3,49.0,54755.71,195.69,Streamlined homogeneous analyzer,464,1,0,2016-04-04 20:01:12,1,20,4,4
37.0,30.0,57877.15,202.61,Business-focused transitional solution,411,1,20,2016-05-08 10:25:08,0,10,8,5
82.07,22.0,54774.77,131.68,Profit-focused secondary portal,75,0,5,2016-02-19 20:49:27,0,20,19,2
89.34,29.0,49850.52,115.6,Synergized context-sensitive database,495,0,130,2016-01-27 18:25:42,1,18,27,1
70.29,26.0,46033.73,207.17,De-engineered tertiary secured line,243,1,81,2016-01-03 07:13:53,0,7,3,1
73.1,26.0,51463.17,131.68,Optional secondary access,406,0,5,2016-05-15 13:18:34,0,13,15,5
34.78,36.0,32549.95,115.26,Ameliorated actuating workforce,76,1,18,2016-07-13 16:12:24,1,16,13,7
46.61,42.0,43241.19,143.13,Enhanced optimizing website,136,0,152,2016-04-06 11:24:21,1,11,6,4
55.6,32.0,38609.2,172.83,Focused upward-trending core,234,1,99,2016-04-28 22:54:37,0,22,28,4
47.48,29.0,49850.52,216.49,Re-engineered optimal policy,64,0,162,2016-01-16 16:40:30,0,16,16,1
65.56,52.0,33951.63,186.37,Self-enabling local strategy,407,0,17,2016-04-04 08:19:54,1,8,4,4
71.84,39.0,37334.78,258.62,Cloned object-oriented benchmark,506,0,104,2016-02-03 07:59:16,1,7,3,2
80.31,34.0,20592.99,133.42,Right-sized mobile initiative,458,0,44,2016-05-19 14:30:17,0,14,19,5
89.05,49.0,64564.07,187.76,Robust logistical utilization,136,1,44,2016-01-15 19:40:47,1,19,15,1
69.15,36.0,76003.47,140.46,Up-sized incremental encryption,272,0,49,2016-01-03 16:01:40,1,16,3,1
79.6,23.0,25739.09,172.81,Function-based transitional complexity,333,0,163,2016-04-27 04:28:17,0,4,27,4
72.01,25.0,50506.44,202.18,Multi-layered fresh-thinking neural-net,334,0,149,2016-01-03 07:13:53,0,7,3,1
46.61,43.0,57868.44,163.48,Reverse-engineered maximized focus group,355,0,14,2016-04-17 21:39:11,1,21,17,4
52.84,42.0,57868.44,178.75,Enhanced optimizing website,136,1,44,2016-04-06 11:24:21,1,11,6,4
52.68,32.0,55424.24,172.83,Focused upward-trending core,234,0,34,2016-04-28 22:54:37,0,22,28,4
84.45,49.0,39031.89,195.69,Managed client-server access,464,1,9,2016-04-04 20:01:12,1,20,4,4
60.23,41.0,57846.68,217.68,Synergistic reciprocal attitude,7,1,187,2016-05-31 23:42:26,1,23,31,5
74.06,23.0,47051.02,217.37,Sharable reciprocal project,177,1,44,2016-06-17 17:11:16,0,17,17,6
51.56,29.0,56113.37,196.61,Persevering reciprocal firmware,512,0,157,2016-01-27 18:25:42,1,18,27,1
77.6,29.0,69646.35,167.41,Managed client-server access,198,1,172,2016-02-09 05:28:18,0,5,9,2
59.51,53.0,66574.0,195.89,Networked stable array,209,1,20,2016-03-23 06:00:15,1,6,23,3
60.23,43.0,60575.99,198.45,Reverse-engineered maximized focus group,246,1,136,2016-04-03 21:13:46,1,21,3,4
68.88,23.0,58953.01,222.87,Cross-group systemic customer loyalty,136,0,62,2016-03-20 02:44:13,0,2,20,3
42.04,37.0,58235.21,217.37,Managed client-server access,205,1,9,2016-07-21 10:01:50,0,10,21,7
82.07,48.0,34418.09,201.15,Function-based context-sensitive secured line,222,1,9,2016-03-30 23:40:52,1,23,30,3
89.05,50.0,57868.44,163.48,Reverse-engineered maximized focus group,308,0,14,2016-02-20 20:47:05,1,20,20,2
43.49,37.0,68448.94,195.69,Devolved human-resource circuit,260,0,9,2016-02-17 07:00:38,1,7,17,2
80.47,45.0,76480.16,137.24,Enhanced homogeneous moderator,515,1,137,2016-01-23 18:59:21,1,18,23,1
37.0,30.0,70492.6,113.69,Public-key bi-directional Graphical User Interface,268,1,20,2016-03-23 06:00:15,1,6,23,3
55.6,39.0,38067.08,140.46,Distributed cohesive migration,214,0,48,2016-06-10 00:35:15,0,0,10,6
52.68,35.0,54429.17,236.87,Future-proofed fresh-thinking conglomeration,347,0,49,2016-06-29 02:48:44,1,2,29,6
56.01,45.0,76480.16,137.24,Enhanced homogeneous moderator,515,1,137,2016-03-05 12:03:41,1,12,5,3
78.17,25.0,50671.6,183.85,Optional multi-state hardware,283,1,81,2016-04-07 15:18:10,1,15,7,4
67.56,27.0,36884.23,131.29,Reverse-engineered well-modulated capability,241,1,206,2016-03-09 14:57:11,0,14,9,3
41.73,31.0,66348.95,211.39,Implemented asynchronous application,118,1,11,2016-06-10 10:11:00,1,10,10,6
41.73,28.0,71222.4,217.37,Centralized logistical secured line,379,0,62,2016-05-04 12:06:18,0,12,4,5
45.08,39.0,42993.48,221.79,Ergonomic methodical encoding,512,1,116,2016-01-05 00:02:53,1,0,5,1
41.73,28.0,55121.65,217.37,Synchronized user-facing core,177,1,196,2016-05-19 11:16:59,0,11,19,5
56.39,46.0,66504.16,231.95,Universal empowering adapter,381,1,176,2016-07-20 13:21:37,1,13,20,7
68.01,40.0,38067.08,221.98,Versatile transitional monitoring,519,0,191,2016-02-27 12:34:19,1,12,27,2
37.0,30.0,57877.15,202.61,Realigned content-based leverage,284,1,20,2016-05-08 10:25:08,0,10,8,5
37.87,41.0,57846.68,126.39,Face-to-face even-keeled website,484,0,49,2016-05-12 20:57:10,1,20,12,5
41.73,23.0,61617.98,172.81,Synchronized user-facing core,134,1,44,2016-06-13 22:41:45,0,22,13,6
81.75,60.0,58966.22,124.54,Focused upward-trending core,421,0,154,2016-03-09 00:41:46,1,0,9,3
79.52,25.0,50506.44,202.18,Polarized bifurcated array,118,0,1,2016-07-08 17:14:01,1,17,8,7
60.53,22.0,31215.88,120.06,Configurable 24/7 hub,519,0,28,2016-02-19 20:49:27,1,20,19,2
84.73,26.0,46033.73,149.79,Compatible intangible customer loyalty,142,1,1,2016-03-23 09:43:43,1,9,23,3
40.17,26.0,51317.33,131.68,Monitored context-sensitive initiative,406,0,1,2016-01-01 15:14:24,1,15,1,1
73.89,39.0,56180.93,204.79,Polarized bifurcated array,107,0,41,2016-05-30 18:08:19,0,18,30,5
74.06,42.0,60514.05,199.43,Stand-alone tangible moderator,379,0,44,2016-05-15 03:10:50,1,3,15,5
81.98,34.0,20592.99,160.03,Cloned explicit middleware,182,1,126,2016-03-11 00:05:48,0,0,11,3
49.21,26.0,70203.74,138.68,De-engineered attitude-oriented projection,497,0,149,2016-01-17 18:45:55,0,18,17,1
40.04,22.0,59550.05,121.07,Customizable modular Internet solution,167,0,111,2016-07-03 04:11:40,0,4,3,7
46.61,34.0,59785.94,235.94,Cloned explicit middleware,284,0,188,2016-06-06 22:41:24,1,22,6,6
65.07,34.0,57868.44,114.53,Team-oriented transitional methodology,463,1,45,2016-05-09 08:44:55,1,8,9,5
80.3,49.0,45632.51,168.34,Streamlined homogeneous analyzer,464,0,128,2016-02-05 16:50:58,1,16,5,2
43.84,32.0,55424.24,172.83,Focused upward-trending core,129,0,34,2016-04-28 22:54:37,0,22,28,4
41.73,31.0,61840.26,207.17,Profound executive flexibility,501,1,21,2016-07-09 11:18:02,0,11,9,7
35.61,39.0,74623.27,124.44,Intuitive exuding service-desk,461,0,74,2016-04-07 15:18:10,0,15,7,4
83.71,45.0,31092.93,137.24,Enhanced homogeneous moderator,515,1,21,2016-03-16 07:59:37,1,7,16,3
78.53,51.0,57868.44,123.13,Operative scalable emulation,285,0,82,2016-01-27 18:25:42,1,18,27,1
51.87,29.0,69646.35,200.71,Digitized zero-defect implementation,514,0,27,2016-06-12 21:21:53,0,21,12,6
62.06,40.0,41232.89,117.3,Fully-configurable incremental Graphical User Interface,512,0,191,2016-04-21 16:10:50,1,16,21,4
51.24,36.0,61610.05,140.46,Up-sized incremental encryption,93,0,104,2016-02-04 08:53:37,1,8,4,2
43.63,35.0,50671.6,140.15,Multi-tiered interactive neural-net,463,1,139,2016-04-27 04:28:17,1,4,27,4
42.04,49.0,39031.89,195.69,Streamlined homogeneous analyzer,464,1,9,2016-04-04 20:01:12,1,20,4,4
50.63,35.0,73889.99,109.29,Business-focused real-time toolset,144,1,81,2016-04-07 15:18:10,0,15,7,4
46.61,45.0,59886.58,174.88,Enhanced homogeneous moderator,515,0,118,2016-04-20 21:49:22,1,21,20,4
56.39,27.0,36884.23,234.75,Front-line dynamic model,229,0,73,2016-07-03 04:11:40,0,4,3,7
41.73,23.0,47258.59,158.35,Phased clear-thinking encoding,136,0,44,2016-04-27 04:28:17,1,4,27,4
40.04,28.0,71222.4,217.37,Realigned intangible benchmark,332,0,205,2016-02-26 01:18:44,0,1,26,2
60.23,33.0,72325.91,112.72,Compatible composite project,451,1,200,2016-02-06 17:48:28,1,17,6,2
75.55,36.0,59240.24,127.01,Virtual scalable secured line,294,0,93,2016-07-03 04:11:40,0,4,3,7
55.6,24.0,55041.6,172.83,Optimized systemic capability,477,1,172,2016-03-18 13:22:35,0,13,18,3
62.42,43.0,55642.32,198.45,Optimized upward-trending productivity,355,1,136,2016-04-03 21:13:46,1,21,3,4
81.98,22.0,56782.18,117.3,Virtual executive implementation,512,0,191,2016-06-16 03:17:45,1,3,16,6
46.61,40.0,75769.82,194.62,Vision-oriented real-time framework,285,0,191,2016-07-21 10:54:35,1,10,21,7
79.54,45.0,59610.81,174.88,Secured 24hour policy,436,0,132,2016-02-11 04:37:34,1,4,11,2
35.61,39.0,37334.78,138.87,Horizontal national architecture,506,0,103,2016-05-08 22:24:27,1,22,8,5
48.46,28.0,70324.8,221.94,Inverse local hub,149,0,66,2016-05-06 21:07:31,0,21,6,5
73.21,42.0,34418.09,129.8,Face-to-face mission-critical definition,136,1,81,2016-04-06 11:24:21,1,11,6,4
59.22,40.0,27086.4,229.12,Versatile scalable encryption,519,0,68,2016-04-22 00:28:18,1,0,22,4
64.75,36.0,38067.08,124.44,Innovative background conglomeration,519,0,191,2016-02-03 07:59:16,1,7,3,2
82.07,22.0,63363.04,133.2,Customizable modular Internet solution,418,0,197,2016-07-03 04:11:40,0,4,3,7
57.99,49.0,39031.89,195.69,Streamlined homogeneous analyzer,464,1,9,2016-04-04 20:01:12,1,20,4,4
66.08,48.0,52736.33,201.15,Function-based context-sensitive secured line,27,1,187,2016-07-17 01:13:56,1,1,17,7
38.37,32.0,55424.24,172.83,Focused upward-trending core,234,1,99,2016-04-28 22:54:37,0,22,28,4
56.16,33.0,43974.49,123.13,Grass-roots coherent extranet,407,0,82,2016-06-16 03:17:45,1,3,16,6
69.15,52.0,19345.36,130.86,Universal empowering adapter,468,0,51,2016-07-19 08:32:10,1,8,19,7
47.48,29.0,69646.35,158.56,Mandatory coherent groupware,241,1,162,2016-04-17 21:39:11,0,21,17,4
80.3,37.0,68448.94,181.02,Devolved human-resource circuit,506,0,128,2016-02-05 16:50:58,1,16,5,2
56.39,29.0,64267.88,167.22,Cross-group systemic customer loyalty,257,0,9,2016-02-03 19:12:51,1,19,3,2
80.46,26.0,60315.19,228.78,Sharable reciprocal project,406,1,21,2016-02-15 12:25:28,0,12,15,2
80.3,55.0,64021.55,193.29,Configurable tertiary capability,7,1,176,2016-06-13 18:50:00,1,18,13,6
57.24,33.0,43974.49,178.69,Profound well-modulated array,279,1,26,2016-03-24 06:36:52,1,6,24,3
37.45,31.0,56180.93,207.17,Inverse local hub,450,0,3,2016-05-19 11:16:59,0,11,19,5
61.22,45.0,59610.81,235.99,Enhanced homogeneous moderator,41,0,118,2016-03-05 12:03:41,1,12,5,3
51.24,36.0,32549.95,203.9,Team-oriented zero-defect initiative,76,1,3,2016-06-29 13:35:05,0,13,29,6
71.84,31.0,56180.93,124.44,Intuitive exuding service-desk,269,0,107,2016-06-15 11:56:41,0,11,15,6
50.08,30.0,69428.73,174.88,Total 5thgeneration standardization,285,0,185,2016-05-30 20:07:59,1,20,30,5
40.47,35.0,73889.99,236.87,Front-line dynamic model,411,1,192,2016-01-17 18:45:55,0,18,17,1
69.62,34.0,34191.23,203.84,Cloned explicit middleware,281,1,126,2016-03-11 00:05:48,0,0,11,3
39.96,44.0,50723.67,140.95,Expanded radical software,493,0,201,2016-03-01 22:06:37,0,22,1,3
86.06,35.0,51119.93,226.54,Polarized modular function,185,1,73,2016-01-01 15:14:24,1,15,1,1
36.08,45.0,57195.96,174.88,Secured 24hour policy,515,0,44,2016-03-05 12:03:41,1,12,5,3
63.26,31.0,32847.53,153.12,Future-proofed grid-enabled implementation,236,1,196,2016-02-19 13:26:24,0,13,19,2
51.24,54.0,38609.2,182.2,Virtual scalable secured line,477,0,109,2016-03-31 20:55:22,0,20,31,3
69.62,23.0,25739.09,172.81,Realigned systematic function,136,1,163,2016-05-19 11:16:59,0,11,19,5
74.63,27.0,60082.66,214.42,Front-line dynamic model,105,0,192,2016-07-03 04:11:40,0,4,3,7
36.08,38.0,47510.42,230.93,Profit-focused dedicated utilization,194,0,203,2016-05-19 14:30:17,1,14,19,5
65.59,28.0,73207.15,258.62,Cloned object-oriented benchmark,506,0,169,2016-02-27 12:34:19,1,12,27,2
89.05,44.0,64011.26,125.22,Profit-focused secondary portal,401,0,197,2016-07-13 01:48:46,0,1,13,7
51.24,36.0,59240.24,222.25,Front-line bandwidth-monitored capacity,123,1,168,2016-01-01 05:31:22,0,5,1,1
65.65,36.0,74535.94,140.46,Total 5thgeneration standardization,208,0,55,2016-07-03 04:11:40,0,4,3,7
54.88,51.0,74535.94,188.56,Vision-oriented real-time framework,407,0,112,2016-05-12 21:32:06,1,21,12,5
54.08,36.0,59240.24,205.5,Optional full-range projection,294,1,162,2016-07-08 03:47:41,0,3,8,7
69.62,23.0,42162.9,211.38,Future-proofed coherent budgetary management,136,1,44,2016-03-09 03:41:30,1,3,9,3
79.54,41.0,57846.68,126.39,Synergistic reciprocal attitude,248,1,118,2016-05-31 23:42:26,1,23,31,5
42.04,29.0,49850.52,216.49,Mandatory coherent groupware,64,0,27,2016-05-03 16:02:50,0,16,3,5
80.3,52.0,36752.24,157.04,Compatible composite project,519,0,68,2016-05-12 21:32:06,1,21,12,5
76.58,46.0,33951.63,231.95,Proactive actuating Graphical User Interface,406,1,9,2016-03-10 23:36:03,1,23,10,3
83.4,49.0,45632.51,113.8,Streamlined homogeneous analyzer,464,0,128,2016-04-04 20:01:12,1,20,4,4
59.51,29.0,66504.16,167.22,Digitized content-based circuit,515,0,154,2016-06-12 21:21:53,0,21,12,6
43.49,37.0,23936.86,217.37,Devolved human-resource circuit,379,0,62,2016-05-30 18:08:19,0,18,30,5
55.6,35.0,25603.93,236.87,Robust uniform framework,516,0,192,2016-02-10 13:46:35,0,13,10,2
61.22,31.0,78119.5,219.55,Intuitive exuding service-desk,275,0,72,2016-01-03 07:13:53,0,7,3,1
60.53,38.0,50723.67,187.76,Configurable disintermediate throughput,434,0,5,2016-01-15 19:40:47,0,19,15,1
44.46,33.0,41547.62,178.69,Diverse modular interface,281,1,200,2016-04-18 15:54:33,0,15,18,4
89.05,34.0,60637.62,140.67,Assimilated hybrid initiative,333,1,50,2016-03-05 20:53:19,1,20,5,3
39.96,25.0,50671.6,241.03,Focused systemic benchmark,318,1,36,2016-03-23 09:43:43,0,9,23,3
65.59,37.0,37334.78,109.29,Universal global intranet,221,1,9,2016-02-19 20:49:27,0,20,19,2
90.97,42.0,60514.05,238.58,Right-sized mobile initiative,207,0,44,2016-04-06 11:24:21,1,11,6,4
41.73,23.0,32252.38,217.37,Synchronized user-facing core,295,1,196,2016-03-20 07:12:52,0,7,20,3
59.51,40.0,57519.64,167.22,Digitized content-based circuit,507,0,133,2016-06-11 06:47:55,0,6,11,6
70.58,27.0,36884.23,234.75,Monitored object-oriented Graphic Interface,72,1,47,2016-06-22 05:22:58,1,5,22,6
65.07,34.0,34191.23,168.34,Cloned explicit middleware,497,1,50,2016-02-27 08:52:50,0,8,27,2
40.47,35.0,25603.93,236.87,Profound zero administration instruction set,123,0,192,2016-07-18 01:36:37,0,1,18,7
47.74,33.0,61005.87,113.12,Front-line heuristic data-warehouse,281,1,200,2016-06-12 21:21:53,0,21,12,6
51.87,40.0,25603.93,219.91,Robust uniform framework,516,0,27,2016-04-01 09:21:14,0,9,1,4
79.97,36.0,76003.47,140.46,Reverse-engineered context-sensitive emulation,316,0,98,2016-06-10 10:11:00,1,10,10,6
46.61,45.0,60641.09,174.88,Secured 24hour policy,118,0,118,2016-04-20 21:49:22,1,21,20,4
46.61,41.0,55121.65,126.39,Face-to-face even-keeled website,484,0,49,2016-03-08 05:48:20,1,5,8,3
47.48,29.0,53431.35,158.56,Multi-channeled scalable moratorium,506,0,169,2016-05-03 16:02:50,1,16,3,5
55.6,39.0,42993.48,199.39,Organized global flexibility,260,1,53,2016-02-09 07:21:25,0,7,9,2
81.22,33.0,60953.93,120.75,Advanced modular Local Area Network,216,0,84,2016-03-03 22:31:16,0,22,3,3
88.04,49.0,70005.51,187.76,Optional multi-state hardware,306,0,160,2016-01-05 20:58:42,0,20,5,1
80.3,58.0,62318.38,120.06,Universal empowering adapter,506,0,31,2016-02-26 19:48:23,1,19,26,2
51.24,36.0,59240.24,140.46,Multi-tiered stable leverage,316,0,56,2016-02-17 18:50:57,1,18,17,2
37.0,53.0,57877.15,111.94,Business-focused transitional solution,59,1,20,2016-01-05 07:52:48,1,7,5,1
61.22,45.0,59886.58,110.66,Enhanced homogeneous moderator,515,1,21,2016-03-05 12:03:41,1,12,5,3
81.75,19.0,73941.91,133.2,Stand-alone well-modulated product,159,0,84,2016-06-10 11:31:33,0,11,10,6
34.78,27.0,36884.23,190.17,Advanced heuristic firmware,486,0,193,2016-02-19 20:49:27,0,20,19,2
35.61,29.0,61172.07,158.56,Vision-oriented attitude-oriented Internet solution,494,0,157,2016-02-10 19:20:51,1,19,10,2
55.6,24.0,52252.91,182.2,Focused upward-trending core,71,0,156,2016-03-31 20:55:22,0,20,31,3
65.59,39.0,65953.76,212.87,Optional full-range projection,91,1,60,2016-07-08 03:47:41,0,3,8,7
89.05,50.0,57868.44,123.13,Team-oriented dynamic forecast,285,0,185,2016-05-19 14:30:17,1,14,19,5
41.73,28.0,73608.99,217.37,Managed zero tolerance concept,479,1,105,2016-07-03 12:57:03,0,12,3,7
37.0,30.0,33293.78,201.58,Total 5thgeneration standardization,22,0,75,2016-06-29 10:50:45,1,10,29,6
59.51,40.0,69718.19,167.22,Digitized content-based circuit,475,0,122,2016-07-13 01:48:46,0,1,13,7
60.83,40.0,66291.67,221.98,Synergized coherent interface,415,1,18,2016-05-30 20:08:51,1,20,30,5
55.6,24.0,52252.91,182.2,Up-sized 6thgeneration moratorium,477,0,100,2016-03-31 20:55:22,0,20,31,3
50.87,26.0,53336.76,131.68,Business-focused real-time toolset,204,0,193,2016-06-10 03:56:41,0,3,10,6
71.28,29.0,53431.35,120.06,Vision-oriented asynchronous Internet solution,512,0,191,2016-01-27 18:25:42,1,18,27,1
82.07,34.0,59785.94,243.61,Team-oriented transitional methodology,155,1,126,2016-02-27 08:52:50,1,8,27,2
89.0,40.0,73882.91,132.63,Synergized coherent interface,338,1,80,2016-06-20 08:22:09,0,8,20,6
80.46,25.0,50506.44,241.03,Pre-emptive next generation Internet solution,211,1,64,2016-04-07 15:18:10,0,15,7,4
51.24,40.0,38067.08,221.98,User-friendly upward-trending intranet,519,0,191,2016-02-17 20:22:49,1,20,17,2
82.07,44.0,65883.39,122.31,Ameliorated discrete extranet,143,0,14,2016-05-09 21:54:38,1,21,9,5
78.7,40.0,40468.53,167.22,Seamless optimal contingency,519,0,31,2016-02-27 12:34:19,1,12,27,2
40.04,34.0,59785.94,160.03,Cloned explicit middleware,182,0,188,2016-02-27 08:52:50,0,8,27,2
63.45,31.0,39799.73,207.17,Realigned tangible collaboration,269,0,41,2016-01-03 07:13:53,0,7,3,1
80.3,29.0,69718.19,115.6,Digitized zero-defect implementation,514,0,162,2016-06-12 21:21:53,0,21,12,6
54.88,40.0,63394.41,140.46,Fully-configurable incremental Graphical User Interface,475,0,5,2016-07-03 04:11:40,0,4,3,7
80.31,44.0,78119.5,160.49,Grass-roots empowering paradigm,136,0,62,2016-06-30 00:19:33,0,0,30,6
42.04,37.0,67132.46,201.58,Cross-group non-volatile secured line,141,0,17,2016-01-08 22:47:10,0,22,8,1
80.46,25.0,50671.6,241.03,Focused systemic benchmark,317,1,64,2016-07-08 17:14:01,0,17,8,7
51.87,49.0,45632.51,168.34,Devolved human-resource circuit,464,0,128,2016-04-04 20:01:12,1,20,4,4
